Device,Prog/Data BPs,Data BP Access,ANDed BPs,Sequenced BPs,Range BPs,Table R/W BPs,Pass Count,Break - Clk Sw,Break - Sleep,Break - Stack,Break - WDT,Stopwatch,Runtime Reads,Stack Snapshot,Runtime BPs,SW BPs,Trace,Analyzer
PIC24FJ64GB106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB108,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB406,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB410,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB412,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GC006,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GC010,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ96GA006,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ96GA008,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ96GA010,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV08KM101,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV08KM102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV08KM202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV08KM204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV16KA301,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV16KA302,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV16KA304,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV16KM102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV16KM104,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV16KM202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV16KM204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV32KA301,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV32KA302,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FV32KA304,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP206A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP210,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP210A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP306,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP306A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP310,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP310A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP502,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP504,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP506,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP506A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP510,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ128GP510A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ12GP201,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ12GP202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ16GP304,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ256GP206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ256GP206A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ256GP210,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ256GP210A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ256GP610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ256GP610A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ32GP202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ32GP204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ32GP302,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ32GP304,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP206A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP210,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP210A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP502,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP504,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP506,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP506A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP510,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24HJ64GP510A,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK0512GPD064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK0512GPD100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK0512GPE064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK0512GPE100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK0512MCF064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK0512MCF100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK1024GPD064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK1024GPD100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK1024GPE064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK1024GPE100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK1024MCF064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MK1024MCF100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0016GPL020,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0016GPL028,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0016GPL036,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0032GPL020,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0032GPL028,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0032GPL036,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0064GPL020,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0064GPL028,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0064GPL036,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0064GPM028,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0064GPM036,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0064GPM048,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0064GPM064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0128GPM028,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0128GPM036,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0128GPM048,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0128GPM064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0256GPM028,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0256GPM036,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0256GPM048,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MM0256GPM064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX110F016B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX110F016C,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX110F016D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX120F032B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX120F032C,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX120F032D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX120F064H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX130F064B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX130F064C,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX130F064D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX130F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX130F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX130F256B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX130F256D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX150F128B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX150F128C,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX150F128D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX150F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX150F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX151F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX170F256B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX170F256D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX170F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX170F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX210F016B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX210F016C,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX210F016D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX220F032B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX220F032C,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX220F032D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX230F064B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX230F064C,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX230F064D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX230F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX230F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX230F256B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX230F256D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX250F128B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX250F128C,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX250F128D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX250F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX250F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX251F128E,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX251F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX270F256B,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX270F256D,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX270F256DB,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX270F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX270F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX320F032H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX320F064H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX320F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX320F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX330F064H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX330F064L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX340F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX340F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX340F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX340F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX350F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX350F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX350F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX350F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX360F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX360F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX370F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX370F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
