Device,ADC,Bootswap,CCP,CLC,COG,Comp,CVREF,CoreTimer,CRC,CWG,DeepSleep,DMA,DSM,EEFlash,FVR,GPIO,HLT,IC,INT,IOC,OC,Osc,Ports,PPS,PWM,PullUp,RTSP,SMT,Timer,UART,VREF,WDT
PIC24FJ256GB410,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ256GB412,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ256GB606,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ256GB610,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ32GA002,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ32GA004,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ32GA102,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ32GA104,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ32GB002,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ32GB004,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ32MC101,ADC1,,,,,COMP1;COMP2;COMP3,,,,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2,OSC,PORTA;PORTB,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1,VREF,WDT
PIC24FJ32MC102,ADC1,,,,,COMP1;COMP2;COMP3,,,,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2,OSC,PORTA;PORTB,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1,VREF,WDT
PIC24FJ32MC104,ADC1,,,,,COMP1;COMP2;COMP3,,,,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2,OSC,PORTA;PORTB;PORTC,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1,VREF,WDT
PIC24FJ48GA002,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ48GA004,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ512GA606,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ512GA610,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ512GB606,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ512GB610,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA002,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GA004,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GA006,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GA008,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GA010,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GA102,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GA104,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GA106,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA108,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA110,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA202,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA204,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA306,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA308,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA310,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA406,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA410,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA412,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GA702,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1;UART2,VREF,WDT
PIC24FJ64GA704,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1;UART2,VREF,WDT
PIC24FJ64GA705,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1;UART2,VREF,WDT
PIC24FJ64GB002,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GB004,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ64GB106,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GB108,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GB110,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GB202,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GB204,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GB406,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GB410,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GB412,ADC1,BootSwap,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7,,,COMP1;COMP2;COMP3,,,CRC,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,,,,,,IC1;IC2;IC3;IC4;IC5;IC6,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GC006,,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2;UART3;UART4,VREF,WDT
PIC24FJ64GC010,,,,,,COMP1;COMP2;COMP3,,,CRC,,DSWDT,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1;DMA24FCHANNEL2;DMA24FCHANNEL3;DMA24FCHANNEL4;DMA24FCHANNEL5,DSM,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,,VREF,WDT
PIC24FJ96GA006,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ96GA008,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FJ96GA010,ADC1,,,,,COMP,,,CRC,,,,,,,,,IC1;IC2;IC3;IC4;IC5,INT,IOC,OC1;OC2;OC3;OC4;OC5,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FV08KM101,ADC1,,MCCP1/SCCP1;MCCP2/SCCP2,,,COMP1,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1,UART1,VREF,WDT
