Device,ADC,Bootswap,CCP,CLC,COG,Comp,CVREF,CoreTimer,CRC,CWG,DeepSleep,DMA,DSM,EEFlash,FVR,GPIO,HLT,IC,INT,IOC,OC,Osc,Ports,PPS,PWM,PullUp,RTSP,SMT,Timer,UART,VREF,WDT
PIC18F6410;PIC18LF6410,ADC,,CCP1;CCP2;CCP3,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F6490;PIC18LF6490,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F6493;PIC18LF6493,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F64J11,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F64J90,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F6520;PIC18LF6520,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6525;PIC18LF6525,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6527;PIC18LF6527,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6585;PIC18LF6585,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1,,WDT
PIC18F65J10,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F65J11,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F65J15,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F65J50,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F65J90,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F65J94,,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,COMP1;COMP2;COMP3,CVREF,,,,DeepSleep;DSWDT,,DSM,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTVP,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR8,UART1;UART2,,WDT
PIC18F65K22,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8,,,COMP1;COMP2;COMP3,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR8,UART1;UART2,,WDT
PIC18F65K40;PIC18LF65K40,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2;COMP3,,,,CWG1,,,DSM,,FVR,,,,INT0;INT1;INT2;INT3,IOC,,,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH,PPS,PWM6;PWM7,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8,UART1;UART2,,WDT
PIC18F65K80;PIC18LF65K80,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,DSM,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F65K90,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8,,,COMP1;COMP2;COMP3,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR8,UART1;UART2,,WDT
PIC18F6620;PIC18LF6620,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6621;PIC18LF6621,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6622;PIC18LF6622,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6627;PIC18LF6627,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6628;PIC18LF6628,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6680;PIC18LF6680,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1,,WDT
PIC18F66J10,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F66J11,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F66J15,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F66J16,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F66J50,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F66J55,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F66J60,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1,,WDT
PIC18F66J65,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1,,WDT
PIC18F66J90,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F66J93,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F66J94,,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,COMP1;COMP2;COMP3,CVREF,,,,DeepSleep;DSWDT,,DSM,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTVP,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR8,UART1;UART2,,WDT
PIC18F66J99,,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,COMP1;COMP2;COMP3,CVREF,,,,DeepSleep;DSWDT,,DSM,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTVP,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR8,UART1;UART2,,WDT
PIC18F66K22,ADC,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,COMP1;COMP2;COMP3,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR10;TMR12;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8,UART1;UART2,,WDT
PIC18F66K40;PIC18LF66K40,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2;COMP3,,,,CWG1,,,DSM,,FVR,,,,INT0;INT1;INT2;INT3,IOC,,,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH,PPS,PWM6;PWM7,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8,UART1;UART2,,WDT
PIC18F66K80;PIC18LF66K80,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,DSM,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F66K90,ADC,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,COMP1;COMP2;COMP3,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR10;TMR12;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8,UART1;UART2,,WDT
PIC18F6720;PIC18LF6720,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6722;PIC18LF6722,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F6723;PIC18LF6723,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F67J10,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F67J11,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F67J50,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F67J60,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1,,WDT
PIC18F67J90,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F67J93,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F67J94,,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,COMP1;COMP2;COMP3,CVREF,,,,DeepSleep;DSWDT,,DSM,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTVP,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR8,UART1;UART2,,WDT
PIC18F67K22,ADC,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,COMP1;COMP2;COMP3,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR10;TMR12;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8,UART1;UART2,,WDT
PIC18F67K40;PIC18LF67K40,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2;COMP3,,,,CWG1,,,DSM,,FVR,,,,INT0;INT1;INT2;INT3,IOC,,,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH,PPS,PWM6;PWM7,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8,UART1;UART2,,WDT
PIC18F67K90,ADC,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,COMP1;COMP2;COMP3,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR10;TMR12;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8,UART1;UART2,,WDT
PIC18F8310;PIC18LF8310,ADC,,CCP1;CCP2;CCP3,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F8390;PIC18LF8390,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F8393;PIC18LF8393,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F83J11,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F83J90,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F8410;PIC18LF8410,ADC,,CCP1;CCP2;CCP3,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F8490;PIC18LF8490,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F8493;PIC18LF8493,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F84J11,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F84J90,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F8520;PIC18LF8520,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F8525;PIC18LF8525,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F8527;PIC18LF8527,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F8585;PIC18LF8585,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1,,WDT
PIC18F85J10,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F85J11,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
PIC18F85J15,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F85J50,ADC,,CCP1;CCP2;CCP3;CCP4;CCP5,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3;TMR4,UART1;UART2,,WDT
PIC18F85J90,ADC,,CCP1;CCP2,,,COMP1;COMP2,CVREF,,,,,,,EEFlash,,,,,INT0;INT1;INT2;INT3,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,,,TMR0;TMR1;TMR2;TMR3,UART1;UART2,,WDT
